,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
24,2015-00014282,04/03/15,19:14,Hagerstown Hall at 4000 Stadium Dr,04/03/15,19:14,Emergency Petition,CBE
26,2015-00014318,04/03/15,22:20,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",04/03/15,22:20,CDS Violation,Arrest
28,2015-00014323,04/03/15,22:32,Lot GG1,04/03/15,22:32,DWI/DUI,Arrest
30,2015-00014327,04/03/15,20:00,420 block of Colonnade Dr,04/03/15,22:49,Injured/Sick Person,CBE
32,2015-00014341,04/03/15,23:14,South Gate at 7567 Regents Dr,04/03/15,23:52,Accident - Departmental,CBE
34,2015-00014353,04/04/15,00:45,8700 block of Boteler Ln,04/04/15,00:45,Noise Complaint,CBE
36,2015-00014365,04/04/15,01:35,Pontiac St,04/04/15,01:35,DWI/DUI,Arrest
38,2015-00014382,04/04/15,04:01,"La Plata Hall, LaPlata hall at 4121 Farm Dr",04/04/15,04:01,Other Incident,CBE
40,2015-00014425,04/04/15,12:00,Engineering Laboratory Building at 8136 Paint Branch Dr,04/04/15,12:43,Theft,Suspended
42,2015-00014426,04/04/15,13:17,Field Hockey & Lacrosse Complex at 8483 Paint Branch Dr,04/04/15,13:17,Injured/Sick Person,CBE
44,2015-00014434,04/03/15,22:49,4300 block of Knox Rd,04/04/15,16:12,Threat Assessment,CBE
46,2015-00014503,04/05/15,00:07,4700 block of Berwyn Rd,04/05/15,00:07,CDS Violation,Arrest
48,2015-00014511,04/05/15,02:35,Oakland Hall at 3912 Denton Service Ln,04/05/15,02:35,Injured/Sick Person,CBE
50,2015-00014606,04/05/15,17:56,8600 block of Adelphi Rd,04/05/15,17:56,Warrant/Summons Service,Arrest
52,2015-00014613,04/05/15,19:34,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",04/05/15,19:34,CDS Violation,Arrest
54,2015-00014615,03/31/15,01:00,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/05/15,20:40,Dept Property Damage/Loss,CBE
56,2015-00014642,04/05/15,22:55,91 Regents Dr,04/05/15,22:55,Emergency Petition,CBE
58,2015-00014680,04/05/15,23:30,8000 block of Boteler Ln,04/06/15,09:11,Theft,Suspended
60,2015-00014745,03/30/15,07:00,Lot 16h,04/06/15,15:29,Theft,Suspended
62,2015-00014762,04/06/15,14:30,Ellicott Area Dining Hall at 4028 Stadium Dr,04/06/15,16:49,Theft,Unfounded
64,2015-00014819,04/06/15,21:32,Commons 1 at 4250 Lehigh Rd,04/06/15,21:36,Fire,CBE
66,2015-00014843,04/06/15,23:29,Baltimore Ave,04/06/15,23:29,Traffic Arrest,Arrest
68,2015-00014870,04/07/15,01:59,Dorchester Hall at 3947 Campus Dr,04/07/15,01:59,Injured/Sick Person,CBE
70,2015-00014924,04/07/15,11:47,Lot Q,04/07/15,11:47,Injured/Sick Person,CBE
72,2015-00015020,04/07/15,21:09,Plant Sciences Building at 4291 Fieldhouse Dr,04/07/15,21:09,Other Incident,CBE
74,2015-00015024,04/07/15,21:23,University Bl,04/07/15,21:23,Traffic Arrest,Arrest
76,2015-00015041,04/07/15,22:50,Ellicott Hall at 4052 Stadium Dr,04/07/15,23:24,Injured/Sick Person,CBE
78,2015-00015072,04/07/15,07:30,"Patuxent Building, Telecommunications at 4161 Fieldhouse Dr",04/08/15,08:45,Vandalism,Active/Pending
80,2015-00015130,08/01/14,08:00,"Drazek Circle, UMUC at 346 Ehrensberger Dr",04/08/15,13:00,Identity Theft,CBE
82,2015-00015149,04/08/15,15:46,Health Center at 3983 Campus Dr,04/08/15,15:46,Emergency Petition,CBE
84,2015-00015215,04/08/15,22:00,"Eppley Recreation Center, ERC at 4128 Valley Dr",04/08/15,23:14,Theft,Active/Pending
86,2015-00015238,04/09/15,04:45,Mckeldin Library at 7649 Library Ln,04/09/15,04:51,Injured/Sick Person,CBE
88,2015-00015269,04/09/15,10:26,Martin Hall at 4298 Campus Dr,04/09/15,10:26,Injured/Sick Person,CBE
90,2015-00015276,04/09/15,10:30,"Chemistry, Chemistry Building at 8051 Regents Dr",04/09/15,10:50,Theft,Suspended
92,2015-00015306,04/08/15,21:00,"MFRI, MFRI Office/Classroom Building at 4500 Campus Dr",04/09/15,13:05,Other Incident,CBE
94,2015-00015316,04/02/15,23:00,"Stamp Student Union, Student Union, Union at 3972 Campus Dr",04/09/15,14:42,Theft,Suspended
96,2015-00015321,04/09/15,15:28,University Courtyard #1 at 8100 Boteler Ln,04/09/15,15:28,Injured/Sick Person,CBE
98,2015-00015324,04/08/15,12:30,Martin Hall at 4298 Campus Dr,04/09/15,16:47,Theft,Suspended
100,2015-00015368,04/09/15,22:56,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",04/09/15,22:56,CDS Violation,Arrest
102,2015-00015415,04/10/15,02:45,"Kirwan Hall, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr",04/10/15,02:45,Injured/Sick Person,CBE
104,2015-00015417,04/10/15,03:00,Denton Hall at 3854 Stadium Dr,04/10/15,03:00,Injured/Sick Person,CBE
106,2015-00015465,04/07/15,12:00,South Campus Dining Hall at 7093 Preinkert Dr,04/10/15,11:30,Fraud,Suspended
108,2015-00015479,04/10/15,12:00,160 block of Campus Dr,04/10/15,13:29,Theft,Active/Pending
110,2015-00015489,04/10/15,15:30,Martin Hall at 4298 Campus Dr,04/10/15,15:47,Assist Other Agency,CBE
112,2015-00015534,04/10/15,21:53,"Clarence M. Mitchell, Jr. Building, Mitchell Building, North Administration at 7999 Regents Dr",04/10/15,21:53,Injured/Sick Person,CBE
114,2015-00015575,04/11/15,00:42,Lot C1,04/11/15,00:42,DWI/DUI,Arrest
116,2015-00015579,04/11/15,01:19,Bentleys at 7323 Baltimore Ave,04/11/15,01:19,Disorderly Conduct,Arrest
118,2015-00015586,04/11/15,02:39,8600 block of Boteler Ln,04/11/15,02:39,Noise Complaint,CBE
120,2015-00015594,04/11/15,03:50,Baltimore Ave,04/11/15,03:50,DWI/DUI,Arrest
122,2015-00015596,04/11/15,04:04,BP Gas Station at 8153 Baltimore Ave,04/11/15,04:04,DWI/DUI,Arrest
124,2015-00015640,04/10/15,20:00,"Stamp Student Union, Student Union, Union at 3972 Campus Dr",04/11/15,11:23,Theft,Suspended
126,2015-00015649,03/22/15,17:00,Calvert Hall at 7551 Calvert Service Ln,04/11/15,12:38,Theft,Suspended
128,2015-00015678,04/11/15,16:17,College Ave,04/11/15,16:17,Alcohol Violation,Arrest
130,2015-00015763,04/11/15,23:28,410 block of Denton Dr,04/11/15,23:28,Injured/Sick Person,CBE
132,2015-00015777,04/12/15,00:49,"Leonardtown #250, Leonardtown Community Center at 7559 Yale Ave",04/12/15,00:49,Disorderly Conduct,Arrest
134,2015-00015779,04/12/15,00:55,7500 block of Princeton Ave,04/12/15,00:55,Noise Complaint,CBE
136,2015-00015801,04/12/15,{NO TIME},Oakland Hall at 3912 Denton Service Ln,04/12/15,02:25,Injured/Sick Person,CBE
138,2015-00015807,04/12/15,03:01,Jason's Deli at 7356 Baltimore Ave,04/12/15,03:01,DWI/DUI,Arrest
140,2015-00015809,04/12/15,02:40,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/12/15,03:47,DRE,CBE
142,2015-00015822,04/12/15,02:00,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/12/15,07:20,Vandalism,Arrest
144,2015-00015832,04/11/15,17:02,240 block of Yale Ave,04/12/15,09:21,Rape (Title IX Related),Unfounded
146,2015-00015961,04/12/15,23:29,"Leonardtown #248, Leonardtown at 7567 Yale Ave",04/12/15,23:39,Emergency Petition,CBE
148,2015-00015973,04/13/15,00:37,Oakland Hall at 3912 Denton Service Ln,04/13/15,00:37,CDS Violation,Arrest
150,2015-00015993,04/10/15,15:30,"4-H Headquarters Building, 800 at 8020 Greenmead Dr",04/13/15,08:29,Vandalism,Suspended
152,2015-00016038,04/13/15,07:47,Route 295/university Blvd,04/13/15,12:29,Dept Property Damage/Loss,CBE
154,2015-00016063,04/13/15,12:00,"Armory, Reckord Armory at 4490 Rossborough Ln",04/13/15,14:15,Theft,Suspended
156,2015-00016137,04/13/15,22:41,Oakland Hall at 3912 Denton Service Ln,04/13/15,22:41,CDS Violation,Arrest
158,2015-00016165,04/13/15,23:59,Riggs Rd,04/13/15,23:59,DWI/DUI,Arrest
160,2015-00016246,04/11/15,23:59,"2500 block of Junco Ct. Odenton, Md 21113",04/14/15,11:39,Dept Property Damage/Loss,Active/Pending
162,2015-00016316,04/14/15,17:36,Chesapeake Building at 4300 Terrapin Trl,04/14/15,17:36,Recovered Stolen Property,Arrest
164,2015-00016320,04/11/15,19:00,Health Center at 3983 Campus Dr,04/14/15,18:04,Missing Person/Runaway,Unfounded
166,2015-00016431,04/15/15,07:55,"Armory, Reckord Armory at 4490 Rossborough Ln",04/15/15,10:47,Theft,Suspended
168,2015-00016443,04/14/15,19:30,"Armory, Reckord Armory at 4490 Rossborough Ln",04/15/15,11:53,Theft,Active/Pending
170,2015-00016463,04/15/15,16:17,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090 Union Dr",04/15/15,16:17,Emergency Petition,CBE
172,2015-00016470,04/15/15,17:55,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/15/15,17:55,Harassment/Stalking,CBE
174,2015-00016600,01/01/15,12:00,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/16/15,11:45,Police Information,CBE
176,2015-00016639,04/15/15,19:00,Engineering Fields,04/16/15,14:08,Vandalism,Suspended
178,2015-00016655,03/10/15,22:00,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/16/15,15:46,Lost Property,CBE
180,2015-00016682,04/16/15,19:15,Mckeldin Library at 7649 Library Ln,04/16/15,19:21,Disorderly Conduct,Suspended
182,2015-00016720,04/16/15,23:00,4300 block of Knox Rd,04/16/15,23:24,Assist Other Agency,CBE
184,2015-00016749,04/17/15,01:07,,04/17/15,01:07,CDS Violation,Arrest
186,2015-00016774,04/17/15,03:49,,04/17/15,06:31,Vandalism,Active/Pending
188,2015-00016800,04/17/15,12:14,Commons 4 at 4310 Knox Rd,04/17/15,12:33,Check on the Welfare,CBE
190,2015-00016826,04/17/15,14:00,160 block of Campus Dr,04/17/15,16:29,Theft,Arrest
192,2015-00016860,04/17/15,18:23,University Bl,04/17/15,18:23,DWI/DUI,Arrest
194,2015-00016893,04/17/15,20:04,"Drazek Circle, UMUC at 346 Ehrensberger Dr",04/17/15,20:54,Theft,Suspended
196,2015-00016927,04/17/15,23:36,190 block of Paint Branch Pkwy,04/17/15,23:36,Warrant/Summons Service,Arrest
198,2015-00016936,04/18/15,00:25,Bank of America at 7370 Baltimore Ave,04/18/15,00:25,Disorderly Conduct,Arrest
200,2015-00016950,04/18/15,01:35,Marathon Deli at 4429 Lehigh Rd,04/18/15,01:35,DWI/DUI,Arrest
202,2015-00016963,04/18/15,01:30,Lot 4B,04/18/15,02:26,Stolen Motor Vehicle,CBE
204,2015-00016968,04/18/15,03:38,6900 block of Preinkert Dr,04/18/15,03:38,Emergency Petition,CBE
206,2015-00016971,04/18/15,03:51,Baltimore Ave,04/18/15,03:51,DWI/DUI,Arrest
208,2015-00016976,04/18/15,06:01,"College Park Fire Station, Company 12 at 8115 Baltimore Ave",04/18/15,06:01,DWI/DUI,Arrest
210,2015-00016991,04/17/15,23:30,Montgomery Hall at 7570 Regents Dr,04/18/15,09:02,False Report/Statement,Arrest
212,2015-00016995,04/18/15,09:25,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090 Union Dr",04/18/15,09:27,Injured/Sick Person,CBE
214,2015-00017013,04/16/15,17:00,Chemical & Nuclear Engineering at 4418 Stadium Dr,04/18/15,12:09,Vandalism,Suspended
216,2015-00017018,04/18/15,13:15,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090 Union Dr",04/18/15,13:27,Injured/Sick Person,CBE
218,2015-00017020,04/18/15,13:30,Ellicott Hall at 4052 Stadium Dr,04/18/15,13:43,Assault,Suspended
220,2015-00017024,04/18/15,14:49,"Bob ""Turtle"" Smith Stadium, Shipley Field, Turtle Stadium at 4122 Fieldhouse Dr",04/18/15,14:49,Injured/Sick Person,CBE
222,2015-00017025,04/18/15,14:45,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090 Union Dr",04/18/15,14:47,Injured/Sick Person,CBE
224,2015-00017026,04/18/15,14:00,"Eppley Recreation Center, ERC at 4128 Valley Dr",04/18/15,14:54,Theft,Unfounded
226,2015-00017030,04/18/15,15:45,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090 Union Dr",04/18/15,15:47,Injured/Sick Person,CBE
228,2015-00017040,04/18/15,17:24,"Bob ""Turtle"" Smith Stadium, Shipley Field, Turtle Stadium at 4122 Fieldhouse Dr",04/18/15,17:24,Injured/Sick Person,CBE
230,2015-00017051,04/18/15,18:43,"Kehoe Track, Kehoe Track at Ludwig Field, Ludwig Field at 7898 Championship Ln",04/18/15,18:43,Injured/Sick Person,CBE
232,2015-00017055,04/18/15,19:27,Rhode Island Ave,04/18/15,19:27,Traffic Arrest,Arrest
234,2015-00017058,04/18/15,19:46,Commons 3 at 4318 Knox Rd,04/18/15,19:46,Injured/Sick Person,CBE
236,2015-00017103,04/19/15,01:07,Knox Rd,04/19/15,01:07,Juvenile Offense,CBE
238,2015-00017106,04/19/15,01:33,7300 block of Baltimore Ave,04/19/15,01:33,Injured/Sick Person,CBE
240,2015-00017107,04/19/15,01:36,7500 block of Princeton Ave,04/19/15,01:36,Noise Complaint,CBE
242,2015-00017116,04/19/15,02:19,Baltimore Ave,04/19/15,02:19,DWI/DUI,Arrest
244,2015-00017211,04/19/15,15:48,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",04/19/15,15:48,CDS Violation,Arrest
246,2015-00017256,04/19/15,21:35,Campus Dr,04/19/15,21:35,Warrant/Summons Service,Arrest
248,2015-00017275,04/19/15,23:17,Chestertown Hall at 4201 Valley Dr,04/19/15,23:17,CDS Violation,Arrest
250,2015-00017307,04/20/15,09:36,4100 block of Metzerott Rd,04/20/15,09:36,Assist Other Agency,Active/Pending
252,2015-00017321,04/20/15,11:58,3400 block of Tulane Dr,04/20/15,11:58,Emergency Petition,CBE
254,2015-00017331,03/18/15,{NO TIME},Chesapeake Building at 4300 Terrapin Trl,04/20/15,13:32,Other Incident,Suspended
256,2015-00017344,04/20/15,15:00,"La Plata Hall, LaPlata hall at 4121 Farm Dr",04/20/15,15:14,Theft,Active/Pending
258,2015-00017365,04/20/15,17:05,,04/20/15,17:13,Vandalism,CBE
260,2015-00017366,04/20/15,17:00,"La Plata Hall, LaPlata hall at 4121 Farm Dr",04/20/15,17:14,Emergency Petition,CBE
262,2015-00017409,04/06/15,11:25,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/20/15,22:20,Theft,Suspended
264,2015-00017424,04/21/15,00:02,8000 block of Boteler Ln,04/21/15,00:02,Title IX Incident Non Criminal,Active/Pending
266,2015-00017458,04/17/15,14:30,Wye Oak Building at 4201 Landscape Ln,04/21/15,07:38,Stolen Motor Vehicle,Active/Pending
268,2015-00017470,04/21/15,09:40,Lefrak Hall at 7251 Preinkert Dr,04/21/15,09:51,Theft,Suspended
270,2015-00017507,04/20/15,16:30,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr",04/21/15,13:44,Theft,Suspended
272,2015-00017517,04/21/15,14:52,"Stamp Student Union, Student Union, Union at 3972 Campus Dr",04/21/15,14:54,Theft,Arrest
274,2015-00017518,04/21/15,13:30,"Chemistry, Chemistry Building at 8051 Regents Dr",04/21/15,14:52,Injured/Sick Person,CBE
276,2015-00017565,04/18/15,19:00,Montgomery Hall at 7570 Regents Dr,04/21/15,19:15,Theft,Suspended
278,2015-00017573,04/21/15,20:07,Tydings Hall at 7343 Preinkert Dr,04/21/15,20:07,Other Incident,CBE
280,2015-00017587,04/21/15,21:41,Harford Hall at 7660 Regents Dr,04/21/15,21:41,Injured/Sick Person,CBE
282,2015-00017589,04/21/15,21:55,Hagerstown Hall at 4000 Stadium Dr,04/21/15,21:55,Emergency Petition,CBE
284,2015-00017630,04/22/15,02:00,7500 block of Rhode Island Ave,04/22/15,02:00,Warrant/Summons Service,Arrest
286,2015-00017632,04/22/15,03:04,"Frat 2, Pi Kappa Alpha Fraternity at 2 Fraternity Row",04/22/15,03:14,Injured/Sick Person,CBE
288,2015-00017645,04/21/15,11:00,Tydings Hall at 7343 Preinkert Dr,04/22/15,09:06,Suspicious Activity,Suspended
290,2015-00017689,04/21/15,10:00,Van Munching Hall at 7699 Mowatt Ln,04/22/15,14:04,Theft,Suspended
292,2015-00017690,04/22/15,14:06,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/22/15,14:06,Dept Property Damage/Loss,CBE
294,2015-00017696,04/22/15,15:10,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/22/15,15:10,Police Information,CBE
296,2015-00017700,04/22/15,15:15,8000 block of Boteler Ln,04/22/15,15:24,Damage to State Property,Active/Pending
298,2015-00017717,04/22/15,18:26,North Gate at 4306 Campus Dr,04/22/15,18:26,Missing Person/Runaway,CBE
300,2015-00017840,04/23/15,14:06,Berwyn Rd,04/23/15,14:06,CDS Violation,Arrest
302,2015-00017897,04/23/15,16:35,Van Munching Hall at 7699 Mowatt Ln,04/23/15,22:42,Theft,Suspended
304,2015-00017942,04/24/15,02:49,University Bl,04/24/15,02:49,Accident - Departmental,CBE
306,2015-00018009,04/22/15,11:30,"La Plata Hall, LaPlata hall at 4121 Farm Dr",04/24/15,13:58,Theft,Active/Pending
308,2015-00018010,04/23/15,20:00,Lot 16f,04/24/15,14:03,Vandalism,Suspended
310,2015-00018026,04/24/15,14:56,"Patuxent Building, Telecommunications at 4161 Fieldhouse Dr",04/24/15,16:03,Other Incident,CBE
312,2015-00018069,04/24/15,20:34,South Campus Dining Hall at 7093 Preinkert Dr,04/24/15,20:34,Injured/Sick Person,CBE
314,2015-00018105,04/25/15,00:09,7300 block of Baltimore Ave,04/25/15,00:09,Injured/Sick Person,CBE
316,2015-00018172,04/25/15,14:12,"Stamp Student Union, Student Union, Union at 3972 Campus Dr",04/25/15,14:25,Theft,Active/Pending
318,2015-00018192,04/25/15,17:11,Campus S Dr,04/25/15,17:11,Injured/Sick Person,CBE
320,2015-00018203,04/25/15,18:28,"Frat 13, Zeta Psi Fraternity at 13 Fraternity Row",04/25/15,18:28,Injured/Sick Person,CBE
322,2015-00018271,04/26/15,01:53,Elkton Hall at 3981 Denton Service Ln,04/26/15,01:53,Injured/Sick Person,CBE
324,2015-00018275,04/25/15,11:45,Cornerstone Grill at 7325 Baltimore Ave,04/26/15,02:21,Injured/Sick Person,CBE
326,2015-00018380,04/24/15,15:00,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090 Union Dr",04/26/15,20:11,Vandalism,Suspended
328,2015-00018452,04/27/15,02:17,99 Valley Dr,04/27/15,02:17,Injured/Sick Person,CBE
330,2015-00018463,04/25/15,16:30,,04/27/15,07:04,Vandalism,Suspended
332,2015-00018475,04/27/15,09:30,Mckeldin Library at 7649 Library Ln,04/27/15,09:30,Fire,CBE
334,2015-00018478,04/24/15,17:00,Commons 2 at 7524 Calvert Service Ln,04/27/15,10:04,Vandalism,Suspended
336,2015-00018483,04/27/15,11:25,Health Center at 3983 Campus Dr,04/27/15,11:25,Injured/Sick Person,CBE
338,2015-00018485,04/10/15,16:30,Easton Hall at 3917 Denton Service Ln,04/27/15,11:13,Theft,Active/Pending
340,2015-00018595,04/28/15,05:53,Tydings Hall at 7343 Preinkert Dr,04/28/15,05:53,Other Incident,Suspended
342,2015-00018601,04/28/15,07:47,Baltimore Ave,04/28/15,07:47,Traffic Arrest,Arrest
344,2015-00018613,04/28/15,09:42,Campus Dr,04/28/15,09:42,Recovered Stolen Property,Arrest
346,2015-00018627,04/27/15,10:20,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",04/28/15,11:28,Theft,Suspended
348,2015-00018640,04/24/15,{NO TIME},"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/28/15,13:53,Theft,Suspended
350,2015-00018686,04/28/15,18:55,"Eppley Recreation Center, ERC at 4128 Valley Dr",04/28/15,18:59,Assault,Arrest
352,2015-00018730,04/29/15,00:11,4400 block of Knox Rd,04/29/15,00:11,DWI/DUI,Arrest
354,2015-00018754,04/29/15,01:20,Baltimore Ave,04/29/15,01:20,DWI/DUI,Arrest
356,2015-00018759,04/29/15,01:37,North Gate at 4306 Campus Dr,04/29/15,01:37,Disorderly Conduct,Arrest
358,2015-00018829,04/28/15,14:00,"La Plata Hall, LaPlata hall at 4121 Farm Dr",04/29/15,13:01,Theft,Active/Pending
360,2015-00018852,04/29/15,16:01,Ellicott Area Dining Hall at 4028 Stadium Dr,04/29/15,16:01,Injured/Sick Person,CBE
362,2015-00018871,04/29/15,10:00,Lot 2g,04/29/15,17:10,Other Incident,CBE
364,2015-00018977,04/29/15,13:00,"La Plata Beach, LaPlata Beach",04/30/15,11:02,Theft,Active/Pending
366,2015-00019019,04/30/15,11:00,"Stamp Student Union, Student Union, Union at 3972 Campus Dr",04/30/15,15:03,Theft,Active/Pending
368,2015-00019021,04/27/15,01:00,Commons 1 at 4250 Lehigh Rd,04/30/15,15:18,Other Incident,CBE
370,2015-00019063,04/30/15,21:20,Lot 1b,04/30/15,21:24,Traffic Arrest,Arrest
0,2015-00019116,05/01/15,01:25,Baltimore Ave,05/01/15,01:25,Warrant/Summons Service,Arrest
2,2015-00019152,05/01/15,09:45,"Comcast Center, Xfinity Center at 8500 Paint Branch Dr",05/01/15,09:45,Trespassing,CBE
4,2015-00019154,05/01/15,{NO TIME},6500 block of Layfette Ave,05/01/15,10:00,Vandalism,Active/Pending
6,2015-00019201,04/27/15,13:30,Hagerstown Hall at 4000 Stadium Dr,05/01/15,15:06,Theft,Suspended
8,2015-00019229,05/01/15,19:40,Old Town Playground at 7500 Columbia Ave,05/01/15,19:43,Found/Recovered Property,Suspended
10,2015-00019241,05/01/15,20:43,"Comcast Center, Xfinity Center at 8500 Paint Branch Dr",05/01/15,20:43,Injured/Sick Person,Active/Pending
12,2015-00019243,05/01/15,20:57,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",05/01/15,20:57,Injured/Sick Person,CBE
14,2015-00019252,05/01/15,21:56,Easton Hall at 3917 Denton Service Ln,05/01/15,21:56,Injured/Sick Person,CBE
16,2015-00019289,05/01/15,21:00,Queen Anne's Hall at 7645 Preinkert Dr,05/02/15,02:50,Hate Bias Incident,CBE
18,2015-00019388,05/02/15,11:00,140 block of Mowatt La,05/02/15,17:48,Theft,Suspended
20,2015-00019403,05/02/15,20:00,Kim Engineering Building at 8228 Paint Branch Dr,05/02/15,20:04,Assault,Suspended
22,2015-00019439,05/02/15,21:55,Engineering Annex at 8221 Paint Branch Dr,05/02/15,23:01,Theft,Unfounded
24,2015-00019447,05/02/15,04:29,Elkton Hall at 3981 Denton Service Ln,05/02/15,23:26,Fraud,Suspended
26,2015-00019477,05/03/15,01:00,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr",05/03/15,01:00,Assist Other Agency,CBE
28,2015-00019488,05/03/15,02:05,Bel Air Hall at 4213 Valley Dr,05/03/15,02:05,Injured/Sick Person,CBE
30,2015-00019494,05/03/15,03:16,Montgomery Hall at 7570 Regents Dr,05/03/15,03:16,Emergency Petition,CBE
32,2015-00019506,04/20/15,12:00,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",05/03/15,07:24,Dept Property Damage/Loss,CBE
34,2015-00019572,05/03/15,13:00,"Stamp Student Union, Student Union, Union at 3972 Campus Dr",05/03/15,13:15,Theft,Arrest
